dish_id,dish_name,health_goal,calories,rag_context
M0010,Đậu hũ áp chảo xốt sambal,Dinh dưỡng cân bằng,200.0,"Món ăn: Đậu hũ áp chảo xốt sambal. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 200.0 kcal. Thời gian nấu: 10 phút. Độ khó: Dễ. Nguyên liệu chính: Cà chua, Hành boaro, Gừng bằm, Dừa tươi, Mè trắng rang, cải con, Tương cà, Xốt tabaco, Muối, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, dầu mè, Cà chua bi, Ớt sừng bằm, Hành tây, Đường. Sơ chế: Đậu hũ cắt khối vuông. Hành tây, hành boaro bằm nhuyễn. Cà chua cắt ngang 1/3 phía trên đầu cuống của trái cà rồi bằm nhuyễn, phần 2/3 trái cà còn lại dùng dao nhọn lấy bỏ phần ruột, giữ nguyên phần vỏ.. Các bước thực hiện: Ướp: dùng 1 chén nước nóng, nêm 1/2m muối, 1/2m Bột ngọt AJI-NO-MOTO®, 1/2M Hạt nêm Aji-ngon® (Nấm hương & Hạt sen), khuấy tan rồi cho đậu hũ vào ngâm 20 phút cho thấm vị, vớt ra và lăn đều qua mè, sau đó dùng cây xiên thành từng que (3 miếng / 1 que).Nấu sốt: Làm nóng dầu, cho hành boaro và hành tây vào xào cho đến khi hành tây chuyển thành màu vàng nhạt thì cho gừng, ớt vào xào thơm, cho tiếp cà chua bằm, 3M tương cà, 1M đường vào xào, để lửa nhỏ xào đến khi các nguyên liệu quyện với nhau, tiếp theo cho nước dừa vào. Nêm 1/4m muối, 1/2m  Bột ngọt AJI-NO-MOTO®, 1/2M Hạt nêm Aji-ngon® (Nấm hương & Hạt sen) vào đảo đều nấu đến khi thấy sốt sánh sệt, tắt lửa, cho vào 3M xốt Tabaco, 2m dầu mè. Múc sốt vào phần vỏ cà chua, cho ít ngò rí và gừng chiên lên trên.Áp chảo đậu hũ:Làm nóng dầu cho xiên đậu hũ vào chiên áp chảo vàng đều các mặt.
Ướp: dùng 1 chén nước nóng, nêm 1/2m muối, 1/2m Bột ngọt AJI-NO-MOTO®, 1/2M Hạt nêm Aji-ngon® (Nấm hương & Hạt sen), khuấy tan rồi cho đậu hũ vào ngâm 20 phút cho thấm vị, vớt ra và lăn đều qua mè, sau đó dùng cây xiên thành từng que (3 miếng / 1 que).
Nấu sốt: Làm nóng dầu, cho hành boaro và hành tây vào xào cho đến khi hành tây chuyển thành màu vàng nhạt thì cho gừng, ớt vào xào thơm, cho tiếp cà chua bằm, 3M tương cà, 1M đường vào xào, để lửa nhỏ xào đến khi các nguyên liệu quyện với nhau, tiếp theo cho nước dừa vào. Nêm 1/4m muối, 1/2m  Bột ngọt AJI-NO-MOTO®, 1/2M Hạt nêm Aji-ngon® (Nấm hương & Hạt sen) vào đảo đều nấu đến khi thấy sốt sánh sệt, tắt lửa, cho vào 3M xốt Tabaco, 2m dầu mè. Múc sốt vào phần vỏ cà chua, cho ít ngò rí và gừng chiên lên trên.
Áp chảo đậu hũ:Làm nóng dầu cho xiên đậu hũ vào chiên áp chảo vàng đều các mặt.. Cách dùng: Xếp đậu hũ áp chảo ra dĩa cùng với xốt sambal trong trái cà chua. Dùng nóng kèm cơm trắng.."
M2143,Chân gà chiên chấm mắm mè,Dinh dưỡng cân bằng,230.0,"Món ăn: Chân gà chiên chấm mắm mè. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 230.0 kcal. Thời gian nấu: 25 phút. Độ khó: Dễ. Nguyên liệu chính: Nước cốt gừng, Nước cốt chanh, Nước mắm, Dầu ăn, Ớt băm, Cà chua bi, Đường. Sơ chế: Chân gà chẻ đôi theo chiều dọc nhưng không đứt, ướp chân gà với nước gừng, nước sả, nước hành tím, 1m hạt nêm Aji-ngon®, để thấm 10 phút. Pha nước mắm mè: Khuấy đều 1M nước mắm, 2M đường, 1M chanh, 1M ớt băm và 2M mè rang.. Các bước thực hiện: Đun nóng dầu ăn, tẩm sơ sả xé sợi với một ít Aji-Quick® Bột Tẩm Kho Chiên Giòn, chiên vàng sả, vớt ra để riêng, tiếp tục tẩm chân gà với phần Aji-Quick® Bột Tẩm Kho Chiên Giòn còn lại, chiên chân gà đến khi chín vàng, giòn.
Đun nóng dầu ăn, tẩm sơ sả xé sợi với một ít Aji-Quick® Bột Tẩm Kho Chiên Giòn, chiên vàng sả, vớt ra để riêng, tiếp tục tẩm chân gà với phần Aji-Quick® Bột Tẩm Kho Chiên Giòn còn lại, chiên chân gà đến khi chín vàng, giòn.. Cách dùng: Xếp xà lách, cà chua bi vào dĩa, xếp sả chiên lên và xếp chân gà chiên trên cùng. Khi ăn chấm nước mắm mè.."
M0917,Gỏi ếch rau rừng,Dinh dưỡng cân bằng,230.0,"Món ăn: Gỏi ếch rau rừng. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 230.0 kcal. Thời gian nấu: 25 phút. Độ khó: Dễ. Nguyên liệu chính: Ếch, Hành tím cắt lát, Lòng đỏ trứng gà, Tỏi ớt băm, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Đậu phộng rang, hành tím phi, Muối, Bột mì, Dầu ăn, Hạt nêm ajingon heo, Ớt sợi, Nước hành tỏi, Hành tây tím, Đường. Sơ chế: Ếch cắt miếng vừa ăn, ướp với 2M nước hành tỏi, 1m hạt nêm Aji-ngon®, để thấm 10 phút. Sau đó, nhúng vào lòng đỏ trứng gà, lăn qua bột mì, cho vào dầu chiên vàng giòn. Rau rừng, xà lách mỡ cắt khúc vừa ăn. Chừa lại vài lá xà lách để trang trí.. Các bước thực hiện: Nước trộn gỏi: Đun 3M đường và 3M nước mắm cho tan đường, để nguội.Hòa tan 4M giấm gạo lên men của Ajinomoto với hỗn hợp nước mắm đường vừa nấu, nếm vị vừa, cho tỏi ớt băm và hành tím cắt lát vào, khuấy đều.
Nước trộn gỏi: Đun 3M đường và 3M nước mắm cho tan đường, để nguội.
Hòa tan 4M giấm gạo lên men của Ajinomoto với hỗn hợp nước mắm đường vừa nấu, nếm vị vừa, cho tỏi ớt băm và hành tím cắt lát vào, khuấy đều.. Cách dùng: Xếp lần lượt xà lách, rau rừng, hành tây tím, thịt ếch chiên, sau đó rưới nước trộn gỏi lên. Rắc hành phi và đậu phộng lên trên cùng. Trộn đều trước khi dùng.Ăn kèm với bún gạo chiên giòn.."
M0673,Chân gà sả tắc,Dinh dưỡng cân bằng,275.0,"Món ăn: Chân gà sả tắc. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 275.0 kcal. Thời gian nấu: 30 phút. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Chân gà chẻ đôi, Tắc trái, Lá chanh, Sả cây, Ớt sừng, Rượu trắng. Sơ chế: Chân gà làm sạch, cắt bỏ móng, sát qua muối hạt và rượu trắng rồi rửa sạch lại. Ớt sừng, sả cắt lát xéo mỏng, phần đầu sả đập dập. Tắc cắt đôi. Lá chanh cắt đôi.. Các bước thực hiện: Luộc chân gà: luộc chân gà 5 – 7 phút trong nước có nêm 1m muối, vớt ra ngâm vào nước đá cho nguội.Pha nước ngâm chân gà: 600ml nước, 8M đường, 6M Giấm gạo lên men của Ajinomoto, 2m muối, 2M nước mắm, nấu tan gia vị, để nguội, sau đó cho sả, tắc, ớt, lá chanh và chân gà vào, để tủ mát 1 ngày.
Luộc chân gà: luộc chân gà 5 – 7 phút trong nước có nêm 1m muối, vớt ra ngâm vào nước đá cho nguội.
Pha nước ngâm chân gà: 600ml nước, 8M đường, 6M Giấm gạo lên men của Ajinomoto, 2m muối, 2M nước mắm, nấu tan gia vị, để nguội, sau đó cho sả, tắc, ớt, lá chanh và chân gà vào, để tủ mát 1 ngày.. Cách dùng: Trình bày: lấy chân gà sả tắc ra dĩa, dùng ăn chơi hoặc khai vị.."
M0635,Súp gạo lứt tóc tiên,Giảm cân / Ăn nhẹ,185.0,"Món ăn: Súp gạo lứt tóc tiên. Mục tiêu: Giảm cân / Ăn nhẹ. Lượng calo: 185.0 kcal. Thời gian nấu: 30 phút. Độ khó: Dễ. Nguyên liệu chính: Cần Tây, Gạo lứt sấy, Củ cải trắng, Bắp mỹ, Chả lụa chay, Măng tây, Cà chua, Tóc tiên, bột bắp, Tiêu, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ. Sơ chế: Nấu nước dùng chay: các nguyên liệu nấu nước dùng cắt khúc 3cm, cho vào nồi cùng 2L nước, nấu 1h, lọc lấy 1L nước dùng. Măng tây bào bỏ phần xơ, cắt lát mỏng. Phần bắp Mỹ nấu nước dùng, tách lấy hạt. Chả lụa chay cắt hạt lựu. Cà chua bỏ hạt, cắt hạt lựu. Ngò rí cắt nhỏ. Hòa 1,5M bột bắp với 1/3 chén nước. Rửa tóc tiên sơ, không nên ngâm lâu.. Các bước thực hiện: Đun sôi nước dùng chay, cho bắp và chả chay vào nấu chín, nêm 1/2m muối, 2m hạt nêm Aji-ngon® từ nấm hương và hạt sen, cho măng tây, cà chua vào, đổ nước bột bắp vào từ từ và khuấy đều cho nước súp có độ sánh vừa, cuối cùng cho tóc tiên và gạo lứt vào rồi tắt lửa.
Đun sôi nước dùng chay, cho bắp và chả chay vào nấu chín, nêm 1/2m muối, 2m hạt nêm Aji-ngon® từ nấm hương và hạt sen, cho măng tây, cà chua vào, đổ nước bột bắp vào từ từ và khuấy đều cho nước súp có độ sánh vừa, cuối cùng cho tóc tiên và gạo lứt vào rồi tắt lửa.. Cách dùng: Múc súp ra chén, trang trí ngò rí và gạo lứt sấy lên trên, rắc thêm tiêu, dùng nóng.."
M1716,Hamburger bí đỏ,Dinh dưỡng cân bằng,380.0,"Món ăn: Hamburger bí đỏ. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 380.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: Bí đỏ, Tàu hũ ki, Ham chay, Bánh mì burger, Nấm đông cô khô, Phô mai miếng, Boaro phi, Muối, Dầu ăn, Dưa leo, Cà chua, Tương cà, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Ớt sừng băm ăn kèm xà lách, Hành tây, Đường. Sơ chế: Bí đỏ hấp chín, nghiền nhỏ. Tàu hũ ki ngâm mềm, cắt nhỏ. Nấm đông cô ngâm nở, cắt sợi nhỏ. Hành tây cắt hạt lựu nhỏ, vắt ráo. Bột chiên xù nghiền nhỏ.. Các bước thực hiện: Trộn đều bí đỏ, tàu hũ ki, nấm đông cô, hành tây và 2M hành boaro phi, nêm 1m hạt nêm Aji-ngon® từ nấm hương và hạt sen, 1/4m muối, 1/2m bột ngọt AJI-NO-MOTO®, 1/3m tiêu, 1M bột xù. Chia làm 4 phần, vo viên rồi ấn dẹp. Tẩm qua bột xù nghiền, giữ trong tủ mát rồi chiên chín vàng.Làm xốt: 1M rau húng quê cắt sợi, 2M xốt Mayonnaise Aji-Mayo®, 1M tương ớt, 1M tương cà.
Trộn đều bí đỏ, tàu hũ ki, nấm đông cô, hành tây và 2M hành boaro phi, nêm 1m hạt nêm Aji-ngon® từ nấm hương và hạt sen, 1/4m muối, 1/2m bột ngọt AJI-NO-MOTO®, 1/3m tiêu, 1M bột xù. Chia làm 4 phần, vo viên rồi ấn dẹp. Tẩm qua bột xù nghiền, giữ trong tủ mát rồi chiên chín vàng.
Làm xốt: 1M rau húng quê cắt sợi, 2M xốt Mayonnaise Aji-Mayo®, 1M tương ớt, 1M tương cà.. Cách dùng: Bánh mì cắt  đôi, nướng sơ, hoặc áp chảo cho thơm. Phết hỗn hợp xốt Mayonnaise Aji-Mayo® lên mặt bánh. Xếp xà lách, dưa leo, cà chua kèm nhân phô mai. Xếp lần lượt, dưa leo, cà chua, nhân burger, xà lách rồi đặt nửa bánh mì lên.Dùng kèm với tương ớt và tương cà.."
M0013,Cải thảo cuộn tôm cá,Dinh dưỡng cân bằng,200.0,"Món ăn: Cải thảo cuộn tôm cá. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 200.0 kcal. Thời gian nấu: 45 phút. Độ khó: Dễ. Nguyên liệu chính: Cải thảo, Đậu que Nhật, Nấm mèo, Hành lá, Hành phi, Hành tỏi băm, Tiêu, Tương cà, Dầu ăn, Bột năng, Hạt nêm ajingon heo, Nước tương Phú Sĩ, dầu mè, Ớt sừng. Sơ chế: Tôm cắt hạt lựu. Cải thảo tách lá, cắt khúc, cho phần cọng cải thảo chần nhanh qua nước sôi cho mềm, vớt ra để ráo. Đậu que Nhật cắt khúc. Nấm mèo ngâm mềm, cắt nhỏ. Cà rốt bào lát mỏng dài 5cm. Đậu que Nhật cắt khúc. Nấm mèo ngâm mềm, cắt nhỏ. Cà rốt bào lát mỏng dài 5cm. Hành lá để cọng, chần sơ qua nước sôi. Ớt sừng bỏ hạt, cắt nhỏ lấy 1m, còn lại cắt sợi.. Các bước thực hiện: Trộn nhân:Cho tôm, cá thác lác, nấm mèo và 1m ớt sừng cắt nhỏ, 1M hành ngò cắt nhỏ vào tô, ướp với 1M hành phi, 1m Hạt nêm Aji-ngon® (Heo), 1/2m tiêu, 1/2m dầu mè trộn đều.Tạo hình:Đặt miếng cải thảo ra cho 1 lát cà rốt lên trên, cho nhân và đậu que lên, gập 2 bên lại, nếu là phần lá cải thì gói lại, dùng cọng hành cột định hình, xếp ra dĩa.Hấp: Đun sôi nước trong nồi hấp, cho dĩa cải thảo cuộn vào hấp chín khoảng 20 phút. Chắt lấy nước hấp để làm xốt nước tương.Làm xốt nước tương: Phi thơm hành tỏi và ớt băm, giảm lửa, cho phần nước hấp cải vào, rồi nêm 3M Nước tương “Phú Sĩ”, 1m tương cà, 1m tương ớt, 1m đường, khuấy tan gia vị cùng với 1m nước bột năng.
Trộn nhân:Cho tôm, cá thác lác, nấm mèo và 1m ớt sừng cắt nhỏ, 1M hành ngò cắt nhỏ vào tô, ướp với 1M hành phi, 1m Hạt nêm Aji-ngon® (Heo), 1/2m tiêu, 1/2m dầu mè trộn đều.
Tạo hình:Đặt miếng cải thảo ra cho 1 lát cà rốt lên trên, cho nhân và đậu que lên, gập 2 bên lại, nếu là phần lá cải thì gói lại, dùng cọng hành cột định hình, xếp ra dĩa.
Hấp: Đun sôi nước trong nồi hấp, cho dĩa cải thảo cuộn vào hấp chín khoảng 20 phút. Chắt lấy nước hấp để làm xốt nước tương.
Làm xốt nước tương: Phi thơm hành tỏi và ớt băm, giảm lửa, cho phần nước hấp cải vào, rồi nêm 3M Nước tương “Phú Sĩ”, 1m tương cà, 1m tương ớt, 1m đường, khuấy tan gia vị cùng với 1m nước bột năng.. Cách dùng: Lấy cuộn cải thảo ra dĩa, rưới xốt nước tương lên, dùng nóng với cơm.."
M0030,Pancake đậu xanh cốt dừa,Tăng cân / Năng lượng cao,415.0,"Món ăn: Pancake đậu xanh cốt dừa. Mục tiêu: Tăng cân / Năng lượng cao. Lượng calo: 415.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Trứng, Vani, Lá dứa, Bơ lạt, Đường, Nước cốt dừa lon. Sơ chế: Đậu xanh vo sạch, ngâm mềm. Xoài: 1/2 trái cắt hạt lựu, 1/2 trái cắt lát mỏng để trang trí.. Các bước thực hiện: Nấu đậu: cho đậu vào nồi với nước và lá dứa, nấu đến khi chín mềm.Làm nhân:cho đậu xanh, đường, trứng và nước cốt dừa vào máy xay nhuyễn, sau đó cho vào nồi khuấy đều tay với lửa nhỏ, nêm 1 ít muối, nấu đến khi nhân đặc lại. Tắt bếp, thêm bơ lạt vào đảo đều. Để nhân nguội rồi trộn với xoài cắt nhỏ.Đổ bánh rán: đổ Bột bánh rán pha sẵn vị truyền thống vào tô, pha với nước theo hướng dẫn trên bao bì. Đặt chảo không dính lên bếp, đun nóng chảo sau đó hạ nhiệt chảo trên khăn ướt, dùng vá múc bột đổ vào giữa chảo, đợi bánh chín, lật mặt bánh lại rán chín thì lấy ra dĩa. Lần lượt đổ đến khi hết bột.
Nấu đậu: cho đậu vào nồi với nước và lá dứa, nấu đến khi chín mềm.
Làm nhân:cho đậu xanh, đường, trứng và nước cốt dừa vào máy xay nhuyễn, sau đó cho vào nồi khuấy đều tay với lửa nhỏ, nêm 1 ít muối, nấu đến khi nhân đặc lại. Tắt bếp, thêm bơ lạt vào đảo đều. Để nhân nguội rồi trộn với xoài cắt nhỏ.
Đổ bánh rán: đổ Bột bánh rán pha sẵn vị truyền thống vào tô, pha với nước theo hướng dẫn trên bao bì. Đặt chảo không dính lên bếp, đun nóng chảo sau đó hạ nhiệt chảo trên khăn ướt, dùng vá múc bột đổ vào giữa chảo, đợi bánh chín, lật mặt bánh lại rán chín thì lấy ra dĩa. Lần lượt đổ đến khi hết bột.. Cách dùng: Xếp 1 bánh rán ra dĩa, cho nhân đậu xanh trộn xoài lên trên, tiếp theo đặt chiếc bánh rán thứ 2 lên trên nhân, trang trí trên mặt với xoài cắt lát mỏng và ngọn húng lủi.."
M1226,Heo kho tàu,Tăng cân / Năng lượng cao,420.0,"Món ăn: Heo kho tàu. Mục tiêu: Tăng cân / Năng lượng cao. Lượng calo: 420.0 kcal. Thời gian nấu: 45 phút. Độ khó: Dễ. Nguyên liệu chính: Trứng gà, Ajiquick thịt kho tàu, Ớt sừng, Tỏi lột vỏ. Sơ chế: Luộc miếngthịt heotừ nước nguội cho thịt săn. Xả nước cho nguội bớt, ngâm vô nước đá cho lạnh. Cắt miếng cạnh 5cm. Tỏi đập giập ướp thịt với 2 gói gia vị nêm sẵn Aji-Quick® Thịt Kho tàu 15 phút, 1m nước mắm. Ớt sừng bỏ hạt, cắt khúc 3cm.. Các bước thực hiện: Hòa nước dừa với nước lọc đủ 600ml, cho thịt đã ướp vào kho nhỏ lửa (không để sôi) đến khi thịt chín rục (45 phút) thêm ớt sừng, tắt lửa giữ nóng.Trứng gàluộc từ nước nguội 10 phút, vớt ra ngâm nước đá làm lạnh nhanh, lột vỏ. Ngâm trứng trong nước kho 1h, hoàn tất.
Hòa nước dừa với nước lọc đủ 600ml, cho thịt đã ướp vào kho nhỏ lửa (không để sôi) đến khi thịt chín rục (45 phút) thêm ớt sừng, tắt lửa giữ nóng.
Trứng gàluộc từ nước nguội 10 phút, vớt ra ngâm nước đá làm lạnh nhanh, lột vỏ. Ngâm trứng trong nước kho 1h, hoàn tất.. Cách dùng: Dùng nóng với cơm dưa giá hoặc dưa cải trộn.Món ăn ngon đi kèm:Tim heo xào măng tây."
M2330,Chân nấm xào thịt gà,Dinh dưỡng cân bằng,230.0,"Món ăn: Chân nấm xào thịt gà. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 230.0 kcal. Thời gian nấu: 30 phút. Độ khó: Dễ. Nguyên liệu chính: Chân nấm hương, Hành tỏi băm, Hành ngò, Tiêu, Muối, mỡ nước, Nước tương Phú Sĩ, Ớt sừng. Sơ chế: Chân nấm hương ngâm nước ấm 2-3 giờ, luộc vừa chín, cắt bỏ phần cứng, già, rửa lại, xả 3-4 lần cho sạch. Cho vào cối giã dập, xé tơi. Thịt gà lọc bỏ xương, cắt lát dày 2-3mm. Ướp với 1M hành tỏi băm, 1m bột ngọt AJI-NO-MOTO®, 1/2m muối, 1/2m tiêu. Ướp gà trong 5-10 phút. Măng luộc chẻ mỏng như thịt gà. Mực khô nướng chín, xé sợi nhỏ. Hành ngò cắt khúc. Ớt sừng cắt sợi.. Các bước thực hiện: Phi thơm hành tỏi với mỡ nước, cho thịt gà vào xào, thêm măng vào đảo đều đến khi gà vừa chín thì trút ra dĩa.Tiếp tục xào chân nấm  với mỡ nước cho thơm, nêm 1/4m muối, 1/4m bột ngọt AJI-NO-MOTO®, thêm chút nước vào xào cho nấm mềm, thấm vị. Trút thịt gà và măng vào trở lại, đảo đều, tắt lửa. Thêm hành ngò, ớt sừng cắt sợi và rắc tiêu.
Phi thơm hành tỏi với mỡ nước, cho thịt gà vào xào, thêm măng vào đảo đều đến khi gà vừa chín thì trút ra dĩa.
Tiếp tục xào chân nấm  với mỡ nước cho thơm, nêm 1/4m muối, 1/4m bột ngọt AJI-NO-MOTO®, thêm chút nước vào xào cho nấm mềm, thấm vị. Trút thịt gà và măng vào trở lại, đảo đều, tắt lửa. Thêm hành ngò, ớt sừng cắt sợi và rắc tiêu.. Cách dùng: Cho món ăn ra dĩa, khi ăn rắc thêm mực khô xé sợi. Dùng nóng với cơm, chấm kèm nước tương “Phú Sĩ”.."
M0021,Cá dứa một nắng chua ngọt,Dinh dưỡng cân bằng,300.0,"Món ăn: Cá dứa một nắng chua ngọt. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 300.0 kcal. Thời gian nấu: 15 phút. Độ khó: Dễ. Nguyên liệu chính: Lá dứa, Hành lá, Gừng lát, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Dưa leo, Ớt sừng, Đường. Sơ chế: Rửa nhanh cá dứa qua nước sạch, để ráo, cắt miếng 2,5cm. Hành tây cắt múi cau 1cm. Hành lá: phần lá xanh cắt khúc 3cm, phần đầu trắng đập dập, cắt nhỏ. Ớt hiểm đập giập.. Các bước thực hiện: Chiên cá: Tẩm cá với Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn. Đun nóng dầu, cho lá dứa và gừng lát vào chiên thơm, sau đó cho cá vào chiên đến khi vàng, vớt ra để ráo dầu.Pha nước xốt gia vị: Hòa tan 1/2m Bột ngọt AJI-NO-MOTO®, 1m nước mắm, 2m Giấm gạo lên men LISA®, 3m đường.Xốc cá: Phi thơm đầu hành lá, cho ớt hiểm và hành tây vào xào thơm rồi cho cá và nước xốt gia vị vào, xốc đều nhanh tay cho nước gia vị kẹo thấm vào miếng cá. Sau cùng, cho phần lá hành vào xốc đều.
Chiên cá: Tẩm cá với Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn. Đun nóng dầu, cho lá dứa và gừng lát vào chiên thơm, sau đó cho cá vào chiên đến khi vàng, vớt ra để ráo dầu.
Pha nước xốt gia vị: Hòa tan 1/2m Bột ngọt AJI-NO-MOTO®, 1m nước mắm, 2m Giấm gạo lên men LISA®, 3m đường.
Xốc cá: Phi thơm đầu hành lá, cho ớt hiểm và hành tây vào xào thơm rồi cho cá và nước xốt gia vị vào, xốc đều nhanh tay cho nước gia vị kẹo thấm vào miếng cá. Sau cùng, cho phần lá hành vào xốc đều.. Cách dùng: Cho cá dứa một nắng chua ngọt ra dĩa với dưa leo, dùng nóng với cơm.."
M0663,Salad cua thanh,Dinh dưỡng cân bằng,215.0,"Món ăn: Salad cua thanh. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 215.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: nước mắm AJINOMOTO Giấm gạo lên men, Ngò tây, Tỏi băm, Tiêu, dầu oliu, Hành tây tím, Đường. Sơ chế: Bắc chảo nóng, cho ớt chuông vào áp chảo không dầu rồi cắt sợi mỏng. Hành tây tím cắt giống ớt chuông. Ngò tây băm nhỏ. Thanh cua xé sợi.. Các bước thực hiện: Đun nóng 1M dầu ô liu, cho tỏi phi, ớt chuông, thanh cua vào xào nhanh, để nguội. Thêm ngò tây, 1/2m muối, 1/2m tiêu, 1m đường, 1M Giấm gạo lên men của Ajinomoto, trộn đều để 5′ cho ráo nước rồi ép vào khuôn trái tim.
Đun nóng 1M dầu ô liu, cho tỏi phi, ớt chuông, thanh cua vào xào nhanh, để nguội. Thêm ngò tây, 1/2m muối, 1/2m tiêu, 1m đường, 1M Giấm gạo lên men của Ajinomoto, trộn đều để 5′ cho ráo nước rồi ép vào khuôn trái tim.. Cách dùng: Bắt hình sò xốt Mayonnaise Aji-Mayo® xung quanh viền salad hình tim, dùng với bánh mì nướng tỏi.."
M2422,Chả bò chiên,Dinh dưỡng cân bằng,280.0,"Món ăn: Chả bò chiên. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 280.0 kcal. Thời gian nấu: 10 phút. Độ khó: Dễ. Nguyên liệu chính: Khoai tây, Hành phi, Bột xù, Bột cà ry, Tiêu, Mù tạt vàng, Hạt nêm ajingon heo, Hành lá cắt nhỏ, Hành tây, Đường. Sơ chế: Khoai tây hấp chín, tán nhuyễn. Hành tây băm nhuyễn. Hành phi bóp nát.. Các bước thực hiện: Xào:Làm nóng dầu, cho hành tây vào xào vàng thơm rồi tắt bếp, để nguội. Sau đó cho thịt bò vào, nêm 1m đường, 1m tiêu, 1/2m Bột ngọt AJI-NO-MOTO®, 1/2M Hạt nêm Aji-ngon® (Heo), trộn đều.Tạo hình: Trộn đều thịt bò, khoai tây, hành phi, cọng ngò, hành lá, 1/2m bột cà ry, 2M bột xù rồi cho vào tủ lạnh để 15 phút, lấy ra se thành viên tròn, ấn dẹp, lăn đều qua Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn.Chiên chả bò: Đun nóng dầu, cho viên bò vào chiên ngập dầu cho đến khi chín vàng giòn, vớt ra cho lên giấy thấm dầu.Làm xốt: Khuấy đều 1/2M tương ớt, 1M mù tạt vàng, 2M Xốt Mayonnaise Aji-mayo®.
Xào:Làm nóng dầu, cho hành tây vào xào vàng thơm rồi tắt bếp, để nguội. Sau đó cho thịt bò vào, nêm 1m đường, 1m tiêu, 1/2m Bột ngọt AJI-NO-MOTO®, 1/2M Hạt nêm Aji-ngon® (Heo), trộn đều.
Tạo hình: Trộn đều thịt bò, khoai tây, hành phi, cọng ngò, hành lá, 1/2m bột cà ry, 2M bột xù rồi cho vào tủ lạnh để 15 phút, lấy ra se thành viên tròn, ấn dẹp, lăn đều qua Gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn.
Chiên chả bò: Đun nóng dầu, cho viên bò vào chiên ngập dầu cho đến khi chín vàng giòn, vớt ra cho lên giấy thấm dầu.
Làm xốt: Khuấy đều 1/2M tương ớt, 1M mù tạt vàng, 2M Xốt Mayonnaise Aji-mayo®.. Cách dùng: Xếp rau mầm và xà lách xung quanh dĩa cho viên bò vào giữa, khi ăn chấm với xốt mayonnaise trộn.."
M1637,Sườn nướng mật ong,Dinh dưỡng cân bằng,380.0,"Món ăn: Sườn nướng mật ong. Mục tiêu: Dinh dưỡng cân bằng. Lượng calo: 380.0 kcal. Thời gian nấu: 20 phút. Độ khó: Dễ. Nguyên liệu chính: Hành băm, Sườn que, Dầu hào, Nước tương, Mật ong, Bột ngọt, Dầu điều, Tiêu, Tỏi băm, Sả băm. Sơ chế: Sườn chặt miếng vừa ăn, ướp gia vị khoảng 30 phút.. Các bước thực hiện: Đem sườn nướng trong nồi chiên không dầu nhiệt độ 180-190 độ trong 10 phút, sau đó lật lại nướng tiếp khoảng 8 phút.
Đem sườn nướng trong nồi chiên không dầu nhiệt độ 180-190 độ trong 10 phút, sau đó lật lại nướng tiếp khoảng 8 phút.. Cách dùng: Ngon hơn khi chấm cùng Xốt phô mai cay “Aji-Xốt”, béo cay hài hòa, món nướng thêm cuốn.."
