dish_id,dish_name,health_goal,calories,main_ingredients,is_vegetarian,dish_type,rag_context
M2413,Canh nghêu kim chi tía tô,Giảm cân / Ăn nhẹ,170.0,"Lá tía tô, Kim chi cải thảo, Nấm kim châm, Thịt nghêu tươi, Hành boaro, Dầu ăn, Ajiquick lẩu kim chi",False,canh,"Tên món: Canh nghêu kim chi tía tô. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 170.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Lá tía tô, Kim chi cải thảo, Nấm kim châm, Thịt nghêu tươi, Hành boaro, Dầu ăn, Ajiquick lẩu kim chi. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Lá tía tô, Kim chi cải thảo, Nấm kim châm, Thịt nghêu tươi."
M2367,Canh lươn nấu khế,Dinh dưỡng cân bằng,200.0,"Thịt lươn, Khế chua, Cà chua, Sả, Rau thơm, nước mắm AJINOMOTO Giấm gạo lên men, Rau om, ngò gai, Dầu ăn, Hạt nêm ajingon heo, Đường, Ớt sừng, Tỏi băm, Tỏi đập giập, Húng quế",False,canh,"Tên món: Canh lươn nấu khế. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Thịt lươn, Khế chua, Cà chua, Sả, Rau thơm, nước mắm AJINOMOTO Giấm gạo lên men, Rau om, ngò gai, Dầu ăn, Hạt nêm ajingon heo, Đường, Ớt sừng, Tỏi băm, Tỏi đập giập, Húng quế. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Thịt lươn, Khế chua, Cà chua, Sả."
M2365,Canh mít non củ năng,Giảm cân / Ăn nhẹ,150.0,"Củ năng, Lá lốt, Nước mắm, Tiêu, Muối, Hạt nêm ajingon heo, đầu hành lá, Ớt sừng cắt lát",False,canh,"Tên món: Canh mít non củ năng. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 150.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Củ năng, Lá lốt, Nước mắm, Tiêu, Muối, Hạt nêm ajingon heo, đầu hành lá, Ớt sừng cắt lát. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Củ năng, Lá lốt, Nước mắm, Tiêu."
M2178,Canh măng gà viên,Dinh dưỡng cân bằng,214.0,"Giò sống, Lòng đỏ trứng gà, Hành lá, ngò rí, Nước mắm, Muối, Tiêu, Dầu ăn, Hành tây, dầu mè, Đường",False,canh,"Tên món: Canh măng gà viên. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 214.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Giò sống, Lòng đỏ trứng gà, Hành lá, ngò rí, Nước mắm, Muối, Tiêu, Dầu ăn, Hành tây, dầu mè, Đường. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Giò sống, Lòng đỏ trứng gà, Hành lá, ngò rí."
M0649,Canh măng sườn lá giang,Dinh dưỡng cân bằng,210.0,"Lá giang, Cà chua, Nước mắm, ngò gai, Rau om, Bột canh, Đường",False,canh,"Tên món: Canh măng sườn lá giang. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 210.0 kcal. Thời gian: 35. Độ khó: Dễ. Nguyên liệu chính: Lá giang, Cà chua, Nước mắm, ngò gai, Rau om, Bột canh, Đường. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Lá giang, Cà chua, Nước mắm, ngò gai."
M0726,Canh mực nấu chua,Giảm cân / Ăn nhẹ,100.0,"Mực nang, Khế chua, Cà chua, Thơm, Lá quế, Hành tím, Hành lá, Dầu ăn, Muối, Nước mắm, Hạt nêm ajingon heo, Đường, Ớt sừng, Hành tây, Chanh",False,canh,"Tên món: Canh mực nấu chua. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 100.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Mực nang, Khế chua, Cà chua, Thơm, Lá quế, Hành tím, Hành lá, Dầu ăn, Muối, Nước mắm, Hạt nêm ajingon heo, Đường, Ớt sừng, Hành tây, Chanh. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Mực nang, Khế chua, Cà chua, Thơm."
M2278,Canh nghêu đậu hũ chua cay,Giảm cân / Ăn nhẹ,130.0,"Giò sống, Cà chua bi, Nghêu vỏ còn sống, nước mắm AJINOMOTO Giấm gạo lên men, Hành lá, Thì là, Ớt sừng băm, Hạt nêm ajingon heo, Ớt sừng",False,canh,"Tên món: Canh nghêu đậu hũ chua cay. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 130.0 kcal. Thời gian: 4. Độ khó: Dễ. Nguyên liệu chính: Giò sống, Cà chua bi, Nghêu vỏ còn sống, nước mắm AJINOMOTO Giấm gạo lên men, Hành lá, Thì là, Ớt sừng băm, Hạt nêm ajingon heo, Ớt sừng. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Giò sống, Cà chua bi, Nghêu vỏ còn sống, nước mắm AJINOMOTO Giấm gạo lên men."
M1904,Canh nấm hạt sen,Giảm cân / Ăn nhẹ,150.0,"Hạt sen, Nấm linh chi, Cà rốt, Đậu Hà Lan, Nấm đông cô tươi, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, ngò rí, Đường",True,canh,"Tên món: Canh nấm hạt sen. Phân loại: Ăn chay được. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 150.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Hạt sen, Nấm linh chi, Cà rốt, Đậu Hà Lan, Nấm đông cô tươi, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, ngò rí, Đường. Đặc điểm nổi bật: món chay kiểu canh, nổi bật với Hạt sen, Nấm linh chi, Cà rốt, Đậu Hà Lan."
M1121,CANH QUẢ SẤU NẤU TÔM THÌ LÀ,Giảm cân / Ăn nhẹ,100.0,"Nước mắm, Hành khô, Quả sấu, Cà chua, Thì là, Mỡ heo, Hạt nêm, Bột ngọt, Đường, Ớt sừng, Cà chua bi, hành hoa, mỡ nước, Ớt sừng đỏ",False,canh,"Tên món: CANH QUẢ SẤU NẤU TÔM THÌ LÀ. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 100.0 kcal. Thời gian: 5. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, Hành khô, Quả sấu, Cà chua, Thì là, Mỡ heo, Hạt nêm, Bột ngọt, Đường, Ớt sừng, Cà chua bi, hành hoa, mỡ nước, Ớt sừng đỏ. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Nước mắm, Hành khô, Quả sấu, Cà chua."
M0911,Canh rau củ ba rọi xông khói,Dinh dưỡng cân bằng,210.0,"Cà rốt, Hành lá, Hành tím bào, Muối, Tiêu, Dầu ăn, Hạt nêm ajingon heo, ngò rí, Hành tây",False,canh,"Tên món: Canh rau củ ba rọi xông khói. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 210.0 kcal. Thời gian: 35. Độ khó: Dễ. Nguyên liệu chính: Cà rốt, Hành lá, Hành tím bào, Muối, Tiêu, Dầu ăn, Hạt nêm ajingon heo, ngò rí, Hành tây. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Cà rốt, Hành lá, Hành tím bào, Muối."
M2288,Canh riêu chem chép,Giảm cân / Ăn nhẹ,140.0,"Chem chép, Cà chua chín, Hành lá, Thì là, Hành tỏi băm, Muối, Hạt nêm ajingon heo, Ớt sừng, Ớt sừng, Tỏi phi có dầu, Đường, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men",False,canh,"Tên món: Canh riêu chem chép. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 140.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Chem chép, Cà chua chín, Hành lá, Thì là, Hành tỏi băm, Muối, Hạt nêm ajingon heo, Ớt sừng, Ớt sừng, Tỏi phi có dầu, Đường, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Chem chép, Cà chua chín, Hành lá, Thì là."
M1853,Canh rong biển thịt bò,Dinh dưỡng cân bằng,200.0,"Bí đỏ, Nấm kim châm, Hành tím băm, Thịt bò mềm, Tiêu, Muối, Dầu ăn, Hạt nêm ajingon heo, Nước tương Phú Sĩ, ngò rí",False,canh,"Tên món: Canh rong biển thịt bò. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Bí đỏ, Nấm kim châm, Hành tím băm, Thịt bò mềm, Tiêu, Muối, Dầu ăn, Hạt nêm ajingon heo, Nước tương Phú Sĩ, ngò rí. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Bí đỏ, Nấm kim châm, Hành tím băm, Thịt bò mềm."
M0470,Canh song thủy,Dinh dưỡng cân bằng,210.0,"Cà chua bi, Thơm, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Hành lá, Tiêu, Muối, sa tế, Húng quế, Tần dày lá, Ớt sừng, Tỏi phi có dầu, Đường",False,canh,"Tên món: Canh song thủy. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 210.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Cà chua bi, Thơm, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men, Hành lá, Tiêu, Muối, sa tế, Húng quế, Tần dày lá, Ớt sừng, Tỏi phi có dầu, Đường. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Cà chua bi, Thơm, Nước mắm, nước mắm AJINOMOTO Giấm gạo lên men."
M1124,CANH SÚNG CÁ DỨA VŨNG TÀU,Dinh dưỡng cân bằng,230.0,"Nước mắm, Cọng bông súng, Bông điên điển, Cà chua, Mỡ heo, Bột ngọt, Tương hột, Tỏi băm, Sả băm, Thơm, Đường, Cần tàu, Rau om, ngò gai, ớt hiểm xanh đỏ, Húng quế",False,canh,"Tên món: CANH SÚNG CÁ DỨA VŨNG TÀU. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 230.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, Cọng bông súng, Bông điên điển, Cà chua, Mỡ heo, Bột ngọt, Tương hột, Tỏi băm, Sả băm, Thơm, Đường, Cần tàu, Rau om, ngò gai, ớt hiểm xanh đỏ, Húng quế. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Nước mắm, Cọng bông súng, Bông điên điển, Cà chua."
M0022,Canh sườn bí đỏ rong biển,Dinh dưỡng cân bằng,200.0,"Nước mắm, Lê, Rong biển Nhật wakame, Bí đỏ, Bột năng, Hành lá, Muối, Tiêu, Hạt nêm ajingon heo, dầu mè, Hành lá cắt nhỏ, Đường",False,canh,"Tên món: Canh sườn bí đỏ rong biển. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, Lê, Rong biển Nhật wakame, Bí đỏ, Bột năng, Hành lá, Muối, Tiêu, Hạt nêm ajingon heo, dầu mè, Hành lá cắt nhỏ, Đường. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Nước mắm, Lê, Rong biển Nhật wakame, Bí đỏ."
M1906,Canh sụn bò củ cải,Dinh dưỡng cân bằng,200.0,"Cần tàu, Sườn sụn bò nội địa, Cà chua, Muối, Ajiquick lẩu thái",False,canh,"Tên món: Canh sụn bò củ cải. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 45. Độ khó: Dễ. Nguyên liệu chính: Cần tàu, Sườn sụn bò nội địa, Cà chua, Muối, Ajiquick lẩu thái. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Cần tàu, Sườn sụn bò nội địa, Cà chua, Muối."
M1883,Canh sườn bò củ sen,Dinh dưỡng cân bằng,250.0,"Sườn bò, Củ sen, Táo đỏ, Kỷ tử, Đảng sâm, tiêu xanh, Ajiquick phở bò",False,canh,"Tên món: Canh sườn bò củ sen. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 250.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Sườn bò, Củ sen, Táo đỏ, Kỷ tử, Đảng sâm, tiêu xanh, Ajiquick phở bò. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Sườn bò, Củ sen, Táo đỏ, Kỷ tử."
M1774,Canh sườn củ cải muối,Dinh dưỡng cân bằng,200.0,"Cải muối, Câu kỷ tử, Hành lá, Hành tím, Muối, Tiêu, Hạt nêm ajingon heo, Nước tương Phú Sĩ, ngò rí, Ớt sừng",False,canh,"Tên món: Canh sườn củ cải muối. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 40. Độ khó: Dễ. Nguyên liệu chính: Cải muối, Câu kỷ tử, Hành lá, Hành tím, Muối, Tiêu, Hạt nêm ajingon heo, Nước tương Phú Sĩ, ngò rí, Ớt sừng. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Cải muối, Câu kỷ tử, Hành lá, Hành tím."
M1192,CANH SƯỜN CỦ SEN A-TI-SÔ,Dinh dưỡng cân bằng,240.0,"Nước mắm, Củ sen, ngò rí, Tiêu, Hạt nêm ajingon heo, Hành tây",False,canh,"Tên món: CANH SƯỜN CỦ SEN A-TI-SÔ. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 240.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, Củ sen, ngò rí, Tiêu, Hạt nêm ajingon heo, Hành tây. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Nước mắm, Củ sen, ngò rí, Tiêu."
M1169,Canh sườn non xuyên tiêu,Dinh dưỡng cân bằng,230.0,"Táo đỏ, Kỷ tử, Đẳng sâm, Nấm kim châm, Nấm đông cô tai nhỏ, Muối, Hạt nêm ajingon heo, Đường",False,canh,"Tên món: Canh sườn non xuyên tiêu. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 230.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Táo đỏ, Kỷ tử, Đẳng sâm, Nấm kim châm, Nấm đông cô tai nhỏ, Muối, Hạt nêm ajingon heo, Đường. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Táo đỏ, Kỷ tử, Đẳng sâm, Nấm kim châm."
M0316,Canh sườn đậu phộng xá bấu,Dinh dưỡng cân bằng,250.0,"Đậu phộng sống, Xá bấu, Hành tím, Bột năng, Tiêu, Hạt nêm ajingon heo, ngò rí, Đường",False,canh,"Tên món: Canh sườn đậu phộng xá bấu. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 250.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Đậu phộng sống, Xá bấu, Hành tím, Bột năng, Tiêu, Hạt nêm ajingon heo, ngò rí, Đường. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Đậu phộng sống, Xá bấu, Hành tím, Bột năng."
M2170,Canh thanh long,Giảm cân / Ăn nhẹ,70.0,"Khoai tây, Cà rốt, Nước mắm, Hành lá, Tiêu, Muối, ngò rí, Đường",False,canh,"Tên món: Canh thanh long. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 70.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Khoai tây, Cà rốt, Nước mắm, Hành lá, Tiêu, Muối, ngò rí, Đường. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Khoai tây, Cà rốt, Nước mắm, Hành lá."
M0276,Canh thơm cá ngừ,Dinh dưỡng cân bằng,200.0,"Cà chua, Thơm, Sả cây, Ớt bột, Hành lá, Nước mắm, Muối, Dầu điều, Dầu ăn, Hạt nêm ajingon heo, Hành tỏi băm, Đường, Ớt sừng",False,canh,"Tên món: Canh thơm cá ngừ. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Cà chua, Thơm, Sả cây, Ớt bột, Hành lá, Nước mắm, Muối, Dầu điều, Dầu ăn, Hạt nêm ajingon heo, Hành tỏi băm, Đường, Ớt sừng. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Cà chua, Thơm, Sả cây, Ớt bột."
M1185,Canh tôm chua cay,Giảm cân / Ăn nhẹ,180.0,"Nước mắm, Cà chua chín đỏ, Tỏi băm, Hành tây, Thơm, Lá rau quế, Rau om, ngò gai, Ajiquick lẩu thái",False,canh,"Tên món: Canh tôm chua cay. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 180.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, Cà chua chín đỏ, Tỏi băm, Hành tây, Thơm, Lá rau quế, Rau om, ngò gai, Ajiquick lẩu thái. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Nước mắm, Cà chua chín đỏ, Tỏi băm, Hành tây."
M0101,Canh tôm lá ớt,Giảm cân / Ăn nhẹ,190.0,"Lá ớt, Hành lá, Nước mắm, Muối, Ớt đỏ nhỏ, Đường",False,canh,"Tên món: Canh tôm lá ớt. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 190.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Lá ớt, Hành lá, Nước mắm, Muối, Ớt đỏ nhỏ, Đường. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Lá ớt, Hành lá, Nước mắm, Muối."
M0676,Canh tôm mọc hạt sen,Dinh dưỡng cân bằng,220.0,"Nấm rơm búp, Giò sống, Cà rốt, Hạt sen Huế tươi, Hành ngò, Hành tím băm, Bột ngọt, Muối, Hạt nêm ajingon heo, Ớt băm, Tôm nguyên con, Hành tây",False,canh,"Tên món: Canh tôm mọc hạt sen. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 220.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Nấm rơm búp, Giò sống, Cà rốt, Hạt sen Huế tươi, Hành ngò, Hành tím băm, Bột ngọt, Muối, Hạt nêm ajingon heo, Ớt băm, Tôm nguyên con, Hành tây. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Nấm rơm búp, Giò sống, Cà rốt, Hạt sen Huế tươi."
M1975,Canh đầu cá bớp,Giảm cân / Ăn nhẹ,180.0,"Cà chua, Khóm, Chuối chát, Hành tím bào, Nước mắm, ngò gai, Rau om, Tỏi phi, Ajiquick lẩu thái, Thơm, đầu hành lá",False,canh,"Tên món: Canh đầu cá bớp. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 180.0 kcal. Thời gian: 15. Độ khó: Dễ. Nguyên liệu chính: Cà chua, Khóm, Chuối chát, Hành tím bào, Nước mắm, ngò gai, Rau om, Tỏi phi, Ajiquick lẩu thái, Thơm, đầu hành lá. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Cà chua, Khóm, Chuối chát, Hành tím bào."
M0026,Canh tôm nấm mồng tơi,Giảm cân / Ăn nhẹ,58.0,"Giò sống, Rau mồng tơi, Cà chua, Tôm tươi, Nước mắm, Tiêu, Ajiquick lẩu thái, Hành tỏi băm",False,canh,"Tên món: Canh tôm nấm mồng tơi. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 58.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Giò sống, Rau mồng tơi, Cà chua, Tôm tươi, Nước mắm, Tiêu, Ajiquick lẩu thái, Hành tỏi băm. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Giò sống, Rau mồng tơi, Cà chua, Tôm tươi."
M2404,Canh tôm rau cần nước,Giảm cân / Ăn nhẹ,170.0,"Nước mắm, Rau cần nước, Lòng trắng trứng gà ta, mỡ nước, Giò sống, Hành tím, Hành lá, Cà chua bi, Tôm sú, Muối, Hạt nêm ajingon heo, Đường",False,canh,"Tên món: Canh tôm rau cần nước. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 170.0 kcal. Thời gian: 10. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, Rau cần nước, Lòng trắng trứng gà ta, mỡ nước, Giò sống, Hành tím, Hành lá, Cà chua bi, Tôm sú, Muối, Hạt nêm ajingon heo, Đường. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Nước mắm, Rau cần nước, Lòng trắng trứng gà ta, mỡ nước."
M1368,Canh tương đậu,Giảm cân / Ăn nhẹ,140.0,"Bí ngòi, Nấm đông cô tươi, Giá sống giá đậu nành, Tỏi băm, nước mắm AJINOMOTO Giấm gạo lên men, Tương đậu Hàn Quốc, Tiêu, Muối, Hạt nêm ajingon heo, Lá hành boaro, dầu mè đen, Hành tây",False,canh,"Tên món: Canh tương đậu. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Giảm cân / Ăn nhẹ. Calo: 140.0 kcal. Thời gian: 35. Độ khó: Dễ. Nguyên liệu chính: Bí ngòi, Nấm đông cô tươi, Giá sống giá đậu nành, Tỏi băm, nước mắm AJINOMOTO Giấm gạo lên men, Tương đậu Hàn Quốc, Tiêu, Muối, Hạt nêm ajingon heo, Lá hành boaro, dầu mè đen, Hành tây. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Bí ngòi, Nấm đông cô tươi, Giá sống giá đậu nành, Tỏi băm."
M0528,Canh đu đủ lá lốt,Dinh dưỡng cân bằng,200.0,"Đu đủ hườm, Lá lốt, Muối, Dầu ăn, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Đường",True,canh,"Tên món: Canh đu đủ lá lốt. Phân loại: Ăn chay được. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Đu đủ hườm, Lá lốt, Muối, Dầu ăn, tiêu xanh Hạt nêm Ajingon Nấm Nước tương Phú Sĩ, Đường. Đặc điểm nổi bật: món chay kiểu canh, nổi bật với Đu đủ hườm, Lá lốt, Muối, Dầu ăn."
M0486,Canh đuôi bò củ cải,Dinh dưỡng cân bằng,400.0,"Đuôi bò, Củ cải trắng, Cà rốt, Sả, Kỷ tử, Gừng nhỏ, Nước mắm, Hành tím băm, Hành lá, Tiêu, Muối, Dầu ăn, Hạt nêm ajingon heo, ngò rí",False,canh,"Tên món: Canh đuôi bò củ cải. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 400.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Đuôi bò, Củ cải trắng, Cà rốt, Sả, Kỷ tử, Gừng nhỏ, Nước mắm, Hành tím băm, Hành lá, Tiêu, Muối, Dầu ăn, Hạt nêm ajingon heo, ngò rí. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Đuôi bò, Củ cải trắng, Cà rốt, Sả."
M0938,Gà chiên xốt táo,Dinh dưỡng cân bằng,280.0,"Cánh gà, Nước táo hộp, Tỏi băm, Nước tỏi, Dầu ăn, Tiêu, Dầu điều, Xà lách, Nước bột năng",False,chiên,"Tên món: Gà chiên xốt táo. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 280.0 kcal. Thời gian: 25. Độ khó: Dễ. Nguyên liệu chính: Cánh gà, Nước táo hộp, Tỏi băm, Nước tỏi, Dầu ăn, Tiêu, Dầu điều, Xà lách, Nước bột năng. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Cánh gà, Nước táo hộp, Tỏi băm, Nước tỏi."
M2385,Canh ếch lá me non,Dinh dưỡng cân bằng,200.0,"Ếch, Bông điên điển, Sả, Tỏi, Rau om, ngò gai, Dầu ăn, Muối, Tần dày lá, Ớt sừng, Đường, Nước mắm",False,canh,"Tên món: Canh ếch lá me non. Phân loại: Không chay. Kiểu món: canh. Mục tiêu: Dinh dưỡng cân bằng. Calo: 200.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Ếch, Bông điên điển, Sả, Tỏi, Rau om, ngò gai, Dầu ăn, Muối, Tần dày lá, Ớt sừng, Đường, Nước mắm. Đặc điểm nổi bật: món không chay kiểu canh, nổi bật với Ếch, Bông điên điển, Sả, Tỏi."
M1462,Chim cút rô ti,Dinh dưỡng cân bằng,360.0,"Chim cút, Trứng cút, Hành lá, Nước dừa tươi, Xà lách, Cà chua, rau răm Muối, Ngũ vị hương, Dầu ăn, Dầu điều, Nước tương Phú Sĩ, Hạt nêm ajingon heo, Hành tây, Đường",False,khác,"Tên món: Chim cút rô ti. Phân loại: Không chay. Kiểu món: khác. Mục tiêu: Dinh dưỡng cân bằng. Calo: 360.0 kcal. Thời gian: 40. Độ khó: Dễ. Nguyên liệu chính: Chim cút, Trứng cút, Hành lá, Nước dừa tươi, Xà lách, Cà chua, rau răm Muối, Ngũ vị hương, Dầu ăn, Dầu điều, Nước tương Phú Sĩ, Hạt nêm ajingon heo, Hành tây, Đường. Đặc điểm nổi bật: món không chay, nổi bật với Chim cút, Trứng cút, Hành lá, Nước dừa tươi."
M0662,Chuối chiên xốt dâu tây,Dinh dưỡng cân bằng,310.0,"Dâu tây chín đỏ, Chuối sứ chín kỹ, Mứt dâu, Hạt chia, Bột quế, Bột gạo, Nước cam vàng, Đậu phộng rang, Muối, Ajiquick bột chiên giòn, Đường",False,chiên,"Tên món: Chuối chiên xốt dâu tây. Phân loại: Không chay. Kiểu món: chiên. Mục tiêu: Dinh dưỡng cân bằng. Calo: 310.0 kcal. Thời gian: 20. Độ khó: Dễ. Nguyên liệu chính: Dâu tây chín đỏ, Chuối sứ chín kỹ, Mứt dâu, Hạt chia, Bột quế, Bột gạo, Nước cam vàng, Đậu phộng rang, Muối, Ajiquick bột chiên giòn, Đường. Đặc điểm nổi bật: món không chay kiểu chiên, nổi bật với Dâu tây chín đỏ, Chuối sứ chín kỹ, Mứt dâu, Hạt chia."
M2211,Cháo cá giò heo,Dinh dưỡng cân bằng,389.0,"Nước mắm, Hành, Bún, ớt, Hành phi, Gừng, Dầu ăn, Muối, Hạt nêm ajingon heo, Ngò, Chanh, Giá",False,cháo,"Tên món: Cháo cá giò heo. Phân loại: Không chay. Kiểu món: cháo. Mục tiêu: Dinh dưỡng cân bằng. Calo: 389.0 kcal. Thời gian: 30. Độ khó: Dễ. Nguyên liệu chính: Nước mắm, Hành, Bún, ớt, Hành phi, Gừng, Dầu ăn, Muối, Hạt nêm ajingon heo, Ngò, Chanh, Giá. Đặc điểm nổi bật: món không chay kiểu cháo, nổi bật với Nước mắm, Hành, Bún, ớt."
